id,год,месяц,день,объем нефти (м3/сутки),объем жидкости (м3/сутки),объем газа (м3/сутки),объем воды (м3/сутки),обводненность (%),рабочее время,динамический уровень (м),пластовое давление (атм)
515,2014,5,31,24,79,6435,55,69,22,1924,194
516,2014,6,1,26,87,7084,61,69,24,1799,194
517,2014,6,2,25,87,6627,62,71,24,1916,194
518,2014,6,3,25,87,6627,62,71,24,1931,194
519,2014,6,4,24,84,6399,60,71,24,1972,194
520,2014,6,5,24,84,6399,60,71,24,1947,194
521,2014,6,6,21,76,5612,55,72,22,1955,194
522,2014,6,7,22,82,6031,60,72,24,1951,194
523,2014,6,8,22,82,6031,60,72,24,1937,194
524,2014,6,9,22,82,6031,60,72,24,1951,194
525,2014,6,10,22,82,6031,60,72,24,1951,194
526,2014,6,11,22,82,6031,60,72,24,1953,194
527,2014,6,12,22,82,6031,60,72,24,1951,194
528,2014,6,13,22,82,6031,60,72,24,1949,194
529,2014,6,14,21,82,5600,61,74,24,1949,193
530,2014,6,15,21,82,5600,61,74,24,1951,193
531,2014,6,16,21,82,5600,61,74,24,1950,193
532,2014,6,17,21,82,5600,61,74,24,1956,193
533,2014,6,18,19,75,5110,56,74,22,1956,193
534,2014,6,19,21,82,5600,61,74,24,1906,193
535,2014,6,20,21,83,5668,62,74,24,1907,193
536,2014,6,21,21,83,5668,62,74,24,1904,193
537,2014,6,22,19,76,5172,56,74,22,1911,193
538,2014,6,23,21,83,5668,62,74,24,1904,193
539,2014,6,24,20,80,5432,59,74,23,1903,193
540,2014,6,25,20,79,5409,59,74,23,1871,193
541,2014,6,26,21,83,5668,62,74,24,1876,193
542,2014,6,27,19,76,5172,56,74,22,1889,193
543,2014,6,28,21,83,5668,62,74,24,1869,193
544,2014,6,29,19,74,5048,55,74,22,1869,193
545,2014,6,30,21,81,5532,60,74,24,1886,193
546,2014,7,1,21,81,5532,60,74,24,1887,193
547,2014,7,2,20,80,5464,60,74,24,1887,193
548,2014,7,3,20,80,5464,60,74,24,1887,193
549,2014,7,4,20,80,5464,60,74,24,1890,193
550,2014,7,5,20,80,5464,60,74,24,1835,193
551,2014,7,6,20,80,5464,60,74,24,1838,193
552,2014,7,7,20,80,5464,60,74,24,1885,193
553,2014,7,8,20,80,5464,60,74,24,1888,193
554,2014,7,9,20,80,5464,60,74,24,1885,193
555,2014,7,10,20,80,5464,60,74,24,1883,192
556,2014,7,11,20,80,5464,60,74,24,1897,192
557,2014,7,12,20,80,5253,60,75,24,1898,192
558,2014,7,13,20,80,5253,60,75,24,1903,192
559,2014,7,14,20,80,5253,60,75,24,1915,192
560,2014,7,15,20,80,5253,60,75,24,1915,192
561,2014,7,16,20,80,5253,60,75,24,1915,192
562,2014,7,17,18,80,4707,62,78,24,1922,192
563,2014,7,18,18,80,4707,62,78,24,1929,192
564,2014,7,19,18,80,4707,62,78,24,1928,192
565,2014,7,20,18,80,4707,62,78,24,1928,192
566,2014,7,21,18,80,4707,62,78,24,1917,192
567,2014,7,22,18,80,4707,62,78,24,1920,192
568,2014,7,23,18,80,4707,62,78,24,1918,192
569,2014,7,24,18,80,4707,62,78,24,1912,192
570,2014,7,25,18,80,4707,62,78,24,1912,192
571,2014,7,26,18,80,4707,62,78,24,1912,192
572,2014,7,27,19,75,5122,56,74,23,1924,192
573,2014,7,28,17,78,4507,61,78,23,1918,192
574,2014,7,29,17,80,4623,63,78,24,1918,192
575,2014,7,30,17,80,4623,63,78,24,1918,192
576,2014,7,31,16,73,4238,58,78,22,1918,192
577,2014,8,1,17,80,4623,63,78,24,1921,192
578,2014,8,2,17,80,4623,63,78,24,1921,192
579,2014,8,3,17,80,4623,63,78,24,1921,192
580,2014,8,4,15,73,4027,58,79,22,1921,192
581,2014,8,5,16,80,4413,64,79,24,1921,191
582,2014,8,6,16,80,4413,64,79,24,1921,191
583,2014,8,7,15,73,4027,58,79,22,1921,191
584,2014,8,8,16,80,4413,64,79,24,1921,191
585,2014,8,9,12,73,3275,61,83,22,1921,191
586,2014,8,10,13,80,3572,67,83,24,1918,191
587,2014,8,11,18,72,4917,54,74,22,1918,191
588,2014,8,12,20,80,5464,60,74,24,1918,191
589,2014,8,13,19,73,4986,54,74,22,1918,191
590,2014,8,14,20,80,5464,60,74,24,1918,191
591,2014,8,15,19,73,4986,54,74,22,1918,191
592,2014,8,16,19,73,4986,54,74,22,1918,191
593,2014,8,17,19,73,4986,54,74,22,1918,191
594,2014,8,18,16,62,4234,46,74,19,1918,191
595,2014,8,19,19,73,4986,54,74,22,1918,191
596,2014,8,20,21,81,5532,60,74,24,1918,191
597,2014,8,21,19,74,5048,55,74,22,1920,191
598,2014,8,22,21,81,5532,60,74,24,1917,191
599,2014,8,23,19,74,5071,55,74,22,1917,191
600,2014,8,24,19,75,5140,56,74,22,1917,191
601,2014,8,25,21,81,5532,60,74,24,1915,191
602,2014,8,26,22,74,5824,52,70,22,1920,191
603,2014,8,27,22,74,5824,52,70,22,1920,191
604,2014,8,28,24,81,6383,57,70,24,1920,191
605,2014,8,29,24,81,6383,57,70,24,1920,191
606,2014,8,30,22,74,5824,52,70,22,1920,190
607,2014,8,31,24,81,6383,57,70,24,1920,190
608,2014,9,1,26,75,7076,48,64,22,1920,190
609,2014,9,2,29,82,7754,53,64,24,1920,190
610,2014,9,3,24,68,6397,44,64,20,1920,190
611,2014,9,4,25,75,6683,50,66,22,1920,190
612,2014,9,5,27,82,7323,55,66,24,1920,190
613,2014,9,6,26,79,7049,53,66,23,1920,190
614,2014,9,7,26,78,6957,52,66,23,1920,190
615,2014,9,8,25,75,6683,50,66,22,1920,190
616,2014,9,9,26,75,7108,49,64,22,1920,190
617,2014,9,10,26,75,7076,48,64,22,1920,190
618,2014,9,11,26,75,7076,48,64,22,1920,190
619,2014,9,12,26,75,7108,49,64,22,1920,190
620,2014,9,13,26,75,7076,48,64,22,1920,190
621,2014,9,14,29,82,7754,53,64,24,1920,190
622,2014,9,15,26,75,7076,48,64,22,1920,190
623,2014,9,16,29,82,7754,53,64,24,1920,190
624,2014,9,17,26,75,7076,48,64,22,1937,190
625,2014,9,18,26,75,7076,48,64,22,1912,190
626,2014,9,19,26,75,7076,48,64,22,1924,190
627,2014,9,20,29,82,7754,53,64,24,1924,190
628,2014,9,21,26,75,7108,49,64,22,1941,190
629,2014,9,22,26,75,7108,49,64,22,1955,190
630,2014,9,23,29,82,7754,53,64,24,1907,190
631,2014,9,24,26,75,7076,48,64,22,1931,190
632,2014,9,25,31,75,8255,44,58,22,1931,189
633,2014,9,26,34,83,9157,49,58,24,1951,189
634,2014,9,27,31,76,8394,45,58,22,1919,189
635,2014,9,28,34,83,9157,49,58,24,1900,189
636,2014,9,29,31,76,8394,45,58,22,1895,189
637,2014,9,30,34,83,9157,49,58,24,1933,189
638,2014,10,1,34,75,9082,41,54,22,1942,189
639,2014,10,2,37,82,9908,45,54,24,1929,189
640,2014,10,3,34,75,9082,41,54,22,1987,189
641,2014,10,4,37,82,9908,45,54,24,1934,189
642,2014,10,5,34,75,9041,41,54,22,1958,189
643,2014,10,6,30,82,8185,52,62,24,1942,189
644,2014,10,7,27,72,7137,45,62,22,1976,189
645,2014,10,8,29,78,7786,49,62,24,1946,189
646,2014,10,9,27,72,7137,45,62,22,1978,189
647,2014,10,10,26,71,7087,45,62,24,1897,189
648,2014,10,11,26,71,6900,45,63,24,1919,189
649,2014,10,12,29,81,7872,52,63,24,1953,189
650,2014,10,13,29,81,7872,52,63,24,1916,189
651,2014,10,14,30,82,7970,52,63,24,1918,189
652,2014,10,15,30,82,7970,52,63,24,1914,189
653,2014,10,16,32,77,8495,45,58,24,1917,189
654,2014,10,17,27,65,7171,38,58,24,1905,189
655,2014,10,18,24,60,6573,35,58,22,1883,189
656,2014,10,19,28,68,7463,40,58,20,1922,189
657,2014,10,20,31,75,8255,44,58,22,1898,189
658,2014,10,21,29,71,7852,42,58,22,1897,188
659,2014,10,22,29,71,7852,42,58,22,1803,188
660,2014,10,23,32,78,8605,46,58,24,1803,188
661,2014,10,24,26,71,7104,45,62,22,1803,188
662,2014,10,25,29,79,7885,50,62,24,1803,188
663,2014,10,26,22,60,5989,38,62,24,1803,188
664,2014,10,27,25,68,6787,43,62,24,1803,188
665,2014,10,28,25,68,6787,43,62,24,1803,188
666,2014,10,29,28,74,7386,46,62,24,1803,188
667,2014,10,30,27,74,7192,47,63,24,1803,188
668,2014,10,31,27,74,7192,47,63,24,1803,188
669,2014,11,1,23,63,6083,40,63,20,1803,188
670,2014,11,2,7,21,2003,13,63,22,1803,188
671,2014,11,3,16,42,4192,26,62,24,1803,188
672,2014,11,4,11,29,2895,18,62,24,1803,188
673,2014,11,5,30,82,8185,52,62,24,1803,188
674,2014,11,6,25,67,6688,42,62,24,1803,188
675,2014,11,7,26,70,6987,44,62,24,1803,188
676,2014,11,8,27,72,7187,45,62,24,1803,188
677,2014,11,9,27,73,7287,46,62,24,1853,188
678,2014,11,10,27,73,7287,46,62,24,1870,188
679,2014,11,11,28,74,7386,46,62,24,1861,188
680,2014,11,12,30,76,8185,46,59,24,1823,188
681,2014,11,13,30,76,8185,46,59,24,1823,188
682,2014,11,14,30,76,8185,46,59,24,1823,188
683,2014,11,15,30,76,8185,46,59,24,1823,188
684,2014,11,16,30,76,8185,46,59,24,1823,187
685,2014,11,17,30,76,8185,46,59,24,1823,187
686,2014,11,18,30,76,8185,46,59,24,1823,187
687,2014,11,19,30,76,8185,46,59,24,1823,187
688,2014,11,20,30,76,8185,46,59,24,1823,187
689,2014,11,21,30,76,8185,46,59,24,1823,187
690,2014,11,22,30,76,8185,46,59,24,1823,187
691,2014,11,23,30,76,8185,46,59,24,1823,187
692,2014,11,24,30,76,8185,46,59,24,1823,187
693,2014,11,25,30,76,8185,46,59,24,1823,187
694,2014,11,26,30,76,8185,46,59,24,1823,187
695,2014,11,27,30,76,8185,46,59,24,1823,187
696,2014,11,28,30,76,8185,46,59,24,1823,187
697,2014,11,29,30,76,8185,46,59,24,1823,187
698,2014,11,30,30,76,8185,46,59,24,1823,187
699,2014,12,1,30,76,8185,46,59,24,1823,187
700,2014,12,2,2,86,452,84,98,24,1611,187
701,2014,12,3,2,83,436,81,98,24,1594,187
702,2014,12,4,2,82,431,80,98,24,1614,187
703,2014,12,5,2,82,431,80,98,24,1614,187
704,2014,12,6,6,82,1723,76,92,24,1682,187
705,2014,12,7,17,85,4465,68,80,24,1741,187
706,2014,12,8,32,81,8511,49,60,24,1762,187
707,2014,12,9,32,81,8511,49,60,24,1782,187
708,2014,12,10,32,81,8511,49,60,24,1788,187
709,2014,12,11,32,81,8511,49,60,24,1794,186
710,2014,12,12,29,75,7880,46,60,24,1798,186
711,2014,12,13,29,75,7880,46,60,24,1805,186
712,2014,12,14,29,75,7880,46,60,24,1804,186
713,2014,12,15,29,75,7880,46,60,24,1807,186
714,2014,12,16,29,75,7683,46,61,24,1809,186
715,2014,12,17,30,78,7991,48,61,24,1808,186
716,2014,12,18,30,78,7991,48,61,24,1814,186
717,2014,12,19,27,78,7171,51,65,24,1824,186
718,2014,12,20,27,78,7171,51,65,24,1823,186
719,2014,12,21,26,77,7079,51,65,24,1818,186
720,2014,12,22,26,76,6987,50,65,24,1820,186
721,2014,12,23,31,76,8385,45,58,24,1817,186
722,2014,12,24,31,75,8274,44,58,24,1823,186
723,2014,12,25,31,75,8274,44,58,24,1827,186
724,2014,12,26,31,75,8274,44,58,24,1838,186
725,2014,12,27,31,75,8274,44,58,24,1823,186
726,2014,12,28,31,75,8274,44,58,24,1835,186
727,2014,12,29,30,74,8164,44,58,24,1835,186
728,2014,12,30,32,74,8553,42,56,24,1843,186
729,2014,12,31,32,74,8553,42,56,24,1854,186
730,2015,1,1,32,74,8553,42,56,24,1853,186
731,2015,1,2,32,74,8553,42,56,24,1857,186
732,2015,1,3,31,73,8437,42,56,24,1853,186
733,2015,1,4,31,72,8296,41,56,24,1856,186
734,2015,1,5,25,73,6711,48,65,24,1805,186
735,2015,1,6,25,73,6711,48,65,24,1804,185
736,2015,1,7,24,70,6404,46,65,23,1817,185
737,2015,1,8,25,73,6711,48,65,24,1823,185
738,2015,1,9,25,73,6711,48,65,24,1925,185
739,2015,1,10,26,71,6888,45,63,23,1823,185
740,2015,1,11,25,69,6681,44,63,23,1811,185
741,2015,1,12,26,73,7095,47,63,24,1815,185
742,2015,1,13,26,72,7036,46,63,24,1821,185
743,2015,1,14,26,73,7095,47,63,24,1821,185
744,2015,1,15,26,73,7095,47,63,24,1830,185
745,2015,1,16,26,73,7095,47,63,24,1841,185
746,2015,1,17,26,73,7095,47,63,24,1857,185
747,2015,1,18,24,67,6474,43,63,22,1870,185
748,2015,1,19,26,73,7095,47,63,24,1873,185
749,2015,1,20,25,73,6711,48,65,24,1867,185
750,2015,1,21,25,73,6711,48,65,24,1887,185
751,2015,1,22,25,73,6711,48,65,24,1894,185
752,2015,1,23,25,73,6711,48,65,24,1911,185
753,2015,1,24,25,73,6711,48,65,24,1918,185
754,2015,1,25,25,73,6711,48,65,24,1877,185
755,2015,1,26,25,73,6711,48,65,24,1886,185
756,2015,1,27,20,73,5369,53,72,24,1886,185
757,2015,1,28,20,73,5369,53,72,24,1899,185
758,2015,1,29,20,73,5369,53,72,24,1910,185
759,2015,1,30,20,73,5369,53,72,24,1917,185
760,2015,1,31,20,73,5369,53,72,24,1922,185
761,2015,2,1,20,73,5369,53,72,24,1920,184
762,2015,2,2,20,73,5369,53,72,24,1931,184
763,2015,2,3,18,73,4794,55,75,24,1940,184
764,2015,2,4,17,68,4465,51,75,24,1940,184
765,2015,2,5,17,68,4465,51,75,24,1949,184
766,2015,2,6,17,68,4465,51,75,24,1963,184
767,2015,2,7,16,68,4287,52,76,24,1960,184
768,2015,2,8,16,68,4287,52,76,24,1962,184
769,2015,2,9,16,68,4287,52,76,24,1960,184
770,2015,2,10,16,68,4287,52,76,24,1991,184
771,2015,2,11,16,68,4287,52,76,24,1991,184
772,2015,2,12,16,68,4287,52,76,24,1970,184
773,2015,2,13,16,68,4287,52,76,24,1975,184
774,2015,2,14,16,68,4287,52,76,24,1972,184
775,2015,2,15,15,62,3912,47,76,22,1980,184
776,2015,2,16,16,68,4287,52,76,24,1970,184
777,2015,2,17,16,68,4287,52,76,24,1971,184
778,2015,2,18,16,68,4287,52,76,24,1977,184
779,2015,2,19,16,68,4287,52,76,24,1965,184
780,2015,2,20,16,68,4287,52,76,24,1965,184
781,2015,2,21,18,62,4705,44,71,22,1982,184
782,2015,2,22,18,63,4813,45,71,22,1971,184
783,2015,2,23,17,60,4532,43,71,21,1950,184
784,2015,2,24,17,60,4532,43,71,21,1978,184
785,2015,2,25,13,56,3519,43,76,20,1970,184
786,2015,2,26,16,68,4287,52,76,24,1982,184
787,2015,2,27,15,62,3912,47,76,22,1989,183
788,2015,2,28,16,68,4287,52,76,24,1972,183
789,2015,3,1,16,68,4287,52,76,24,1974,183
790,2015,3,2,19,68,5180,49,71,24,1975,183
791,2015,3,3,18,63,4770,45,71,22,1977,183
792,2015,3,4,19,67,5115,48,71,24,1957,183
793,2015,3,5,19,66,5050,47,71,23,1963,183
794,2015,3,6,18,63,4835,45,71,22,1952,183
795,2015,3,7,19,68,5180,49,71,24,1958,183
796,2015,3,8,18,62,4705,44,71,22,1958,183
797,2015,3,9,23,81,6170,58,71,24,1958,183
798,2015,3,10,21,71,5605,50,70,22,1961,183
799,2015,3,11,21,71,5605,50,70,22,1965,183
800,2015,3,12,23,78,6170,55,70,24,1957,183
801,2015,3,13,21,71,5605,50,70,22,1931,183
802,2015,3,14,23,78,6170,55,70,24,1953,183
803,2015,3,15,12,40,3188,29,70,12,1956,183
804,2015,3,16,21,71,5605,50,70,22,1960,183
805,2015,3,17,23,78,6170,55,70,24,1962,183
806,2015,3,18,21,72,5656,51,70,22,1930,183
807,2015,3,19,24,80,6328,57,70,24,1949,183
808,2015,3,20,21,73,5774,52,70,22,1935,183
809,2015,3,21,22,77,5858,55,71,24,1960,183
810,2015,3,22,22,77,5858,55,71,24,1960,183
811,2015,3,23,20,70,5370,50,71,22,1960,183
812,2015,3,24,20,70,5370,50,71,22,1951,183
813,2015,3,25,21,74,5670,53,71,22,1948,182
814,2015,3,26,21,74,5670,53,71,22,1948,182
815,2015,3,27,21,74,5670,53,71,22,1939,182
816,2015,3,28,21,74,5670,53,71,22,1939,182
817,2015,3,29,21,74,5670,53,71,22,1942,182
818,2015,3,30,22,74,5865,53,70,22,1948,182
819,2015,3,31,24,81,6399,57,70,24,1950,182
820,2015,4,1,19,65,5142,46,70,20,1948,182
821,2015,4,2,21,73,5743,51,70,22,1934,182
822,2015,4,3,21,73,5743,51,70,22,1934,182
823,2015,4,4,20,69,5403,48,70,21,1940,182
824,2015,4,5,24,80,6320,57,70,24,1947,182
825,2015,4,6,18,60,4740,43,70,18,1933,182
826,2015,4,7,18,61,4845,43,70,18,1928,182
827,2015,4,8,21,70,5530,50,70,21,1928,182
828,2015,4,9,22,74,5805,52,70,22,1926,182
829,2015,4,10,21,72,5672,51,70,21,1938,182
830,2015,4,11,22,74,5805,52,70,22,1946,182
831,2015,4,12,22,74,5865,53,70,22,1944,182
832,2015,4,13,22,73,5786,52,70,22,1945,182
833,2015,4,14,22,74,5812,52,70,22,1945,182
834,2015,4,15,22,73,5786,52,70,22,1945,182
835,2015,4,16,21,73,5593,53,71,22,1945,182
836,2015,4,17,20,70,5316,50,71,21,1945,182
837,2015,4,18,20,72,5466,51,71,22,1945,182
838,2015,4,19,20,72,5466,51,71,22,1942,181
839,2015,4,20,23,72,6220,49,67,22,1942,181
840,2015,4,21,23,72,6220,49,67,22,1942,181
841,2015,4,22,23,71,6192,48,67,22,1951,181
842,2015,4,23,21,64,5564,43,67,20,1971,181
843,2015,4,24,22,72,5843,50,69,22,1971,181
844,2015,4,25,21,69,5656,48,69,21,1937,181
845,2015,4,26,22,72,5843,50,69,22,1938,181
846,2015,4,27,22,72,5843,50,69,22,1939,181
847,2015,4,28,22,72,5843,50,69,22,1940,181
848,2015,4,29,20,66,5414,46,69,20,1944,181
849,2015,4,30,22,71,5816,50,69,22,1941,181
850,2015,5,1,22,71,5816,50,69,22,1941,181
851,2015,5,2,21,71,5629,50,70,22,1938,181
852,2015,5,3,20,70,5486,49,70,22,1940,181
853,2015,5,4,20,70,5486,49,70,22,1949,181
854,2015,5,5,21,70,5512,49,70,22,1940,181
855,2015,5,6,22,69,5803,47,68,22,1935,181
856,2015,5,7,22,69,5803,47,68,22,1960,181
857,2015,5,8,22,69,5803,47,68,22,1937,181
858,2015,5,9,22,69,5803,47,68,22,1942,181
859,2015,5,10,24,65,6511,41,62,21,1942,181
860,2015,5,11,20,53,5310,33,62,17,1942,181
861,2015,5,12,26,69,6891,43,62,22,1942,181
862,2015,5,13,26,69,6891,43,62,22,1942,181
863,2015,5,14,26,70,6954,44,62,22,1942,181
864,2015,5,15,26,70,6954,44,62,22,1942,180
865,2015,5,16,26,70,6954,44,62,22,1942,180
866,2015,5,17,26,70,6954,44,62,22,1942,180
867,2015,5,18,26,70,6954,44,62,22,1942,180
868,2015,5,19,26,70,6954,44,62,22,1942,180
869,2015,5,20,26,70,6954,44,62,22,1942,180
870,2015,5,21,23,62,6227,39,62,20,1942,180
871,2015,5,22,26,70,6954,44,62,22,1931,180
872,2015,5,23,23,65,6139,42,64,21,1926,180
873,2015,5,24,24,69,6558,45,64,22,1927,180
874,2015,5,25,26,73,6935,48,64,22,1927,180
875,2015,5,26,27,76,7221,49,64,22,1927,180
876,2015,5,27,24,69,6564,45,64,20,1927,180
877,2015,5,28,24,69,6564,45,64,20,1942,180
878,2015,5,29,24,68,6433,44,64,20,1951,180
879,2015,5,30,26,74,6987,48,64,22,1938,180
880,2015,6,1,23,66,6256,43,64,20,1948,180
881,2015,6,2,26,74,6987,48,64,22,1932,180
882,2015,6,3,22,63,5970,41,64,19,1948,180
883,2015,6,4,28,81,7622,52,64,24,1939,180
884,2015,6,5,19,55,5176,35,64,16,1887,180
885,2015,6,6,25,72,6800,47,64,22,1906,180
886,2015,6,7,21,61,5773,40,64,18,1902,180
887,2015,6,8,24,67,6350,44,64,20,1897,180
888,2015,6,9,25,71,6703,46,64,21,1886,180
889,2015,6,10,24,69,6537,45,64,21,1886,180
890,2015,6,11,24,68,6443,44,64,21,1886,179
891,2015,6,12,25,72,6786,46,64,22,1886,179
892,2015,6,13,21,59,5603,38,64,18,1869,179
893,2015,6,14,26,75,7066,48,64,23,1869,179
894,2015,6,15,26,75,7117,49,64,22,1857,179
895,2015,6,16,26,74,6963,48,64,22,1876,179
896,2015,6,17,28,81,7631,52,64,24,1820,179
897,2015,6,18,28,81,7631,52,64,24,1888,179
898,2015,6,19,26,74,6995,48,64,22,1879,179
899,2015,6,20,28,81,7631,52,64,24,1879,179
900,2015,6,21,28,81,7631,52,64,24,1762,179
901,2015,6,22,28,80,7537,52,64,24,1854,179
902,2015,6,23,29,84,7723,55,65,24,1897,179
903,2015,6,24,29,84,7723,55,65,24,1897,179
904,2015,6,25,29,84,7723,55,65,24,1897,179
905,2015,6,26,29,84,7723,55,65,24,1897,179
906,2015,6,27,29,84,7723,55,65,24,1897,179
907,2015,6,28,29,84,7723,55,65,24,1897,179
908,2015,6,29,29,84,7723,55,65,24,1897,179
909,2015,6,30,29,84,7723,55,65,24,1897,179
910,2015,7,1,29,84,7723,55,65,24,1897,179
911,2015,7,2,29,84,7723,55,65,24,1897,179
912,2015,7,3,29,84,7723,55,65,24,1897,179
913,2015,7,4,3,57,745,54,95,20,1532,179
914,2015,7,5,3,57,743,54,95,18,1529,179
915,2015,7,6,3,55,727,53,95,17,1570,179
916,2015,7,7,3,62,812,59,95,19,1572,178
917,2015,7,8,3,70,734,67,96,22,1570,178
918,2015,7,9,2,56,593,54,96,18,1556,178
919,2015,7,10,1,31,161,30,98,8,1556,178
920,2015,7,11,11,110,2889,99,90,24,1709,178
921,2015,7,12,17,113,4452,96,85,24,1734,178
922,2015,7,13,19,95,4991,76,80,24,1786,178
923,2015,7,14,22,79,5840,58,72,24,1801,178
924,2015,7,15,26,76,7024,50,65,24,1808,178
925,2015,7,16,17,71,4662,54,75,24,1782,178
926,2015,7,17,19,71,5035,52,73,24,1806,178
927,2015,7,18,21,70,5548,50,70,24,1790,178
928,2015,7,19,21,70,5548,50,70,24,1786,178
929,2015,7,20,21,70,5548,50,70,24,1786,178
930,2015,7,21,21,70,5508,49,70,24,1788,178
931,2015,7,22,21,71,5563,50,70,24,1789,178
932,2015,7,23,21,71,5563,50,70,24,1795,178
933,2015,7,24,21,71,5563,50,70,24,1801,178
934,2015,7,25,21,71,5563,50,70,24,1808,178
935,2015,7,26,22,69,5946,46,67,24,1816,178
936,2015,7,27,22,69,5946,46,67,24,1822,178
937,2015,7,28,22,67,5799,45,67,24,1833,178
938,2015,7,29,22,67,5799,45,67,24,1837,178
939,2015,7,30,22,70,6033,47,67,24,1845,178
940,2015,7,31,22,70,6033,47,67,24,1852,178
941,2015,8,1,22,69,5981,47,67,24,1850,177
942,2015,8,2,22,69,5981,47,67,24,1861,177
943,2015,8,3,22,69,5981,47,67,24,1865,177
944,2015,8,4,22,69,5981,47,67,24,1871,177
945,2015,8,5,22,69,5964,47,67,24,1868,177
946,2015,8,6,22,69,5964,47,67,24,1873,177
947,2015,8,7,22,68,5851,46,67,24,1868,177
948,2015,8,8,22,68,5851,46,67,24,1857,177
949,2015,8,9,22,68,5851,46,67,24,1883,177
950,2015,8,10,23,70,6085,48,67,24,1886,177
951,2015,8,11,23,70,6085,48,67,24,1886,177
952,2015,8,12,22,67,5834,46,67,24,1981,177
953,2015,8,13,22,67,5834,46,67,24,1889,177
954,2015,8,14,22,67,5834,46,67,24,1897,177
955,2015,8,15,22,67,5799,45,67,24,1909,177
956,2015,8,16,20,62,5388,42,67,22,1904,177
957,2015,8,17,16,51,4422,35,67,18,1820,177
958,2015,8,18,20,63,5461,43,67,23,1818,177
959,2015,8,19,28,86,7429,58,67,24,1860,177
960,2015,8,20,28,86,7429,58,67,24,1860,177
961,2015,8,21,28,86,7429,58,67,24,1843,177
962,2015,8,22,28,87,7541,59,67,24,1845,177
963,2015,8,23,26,82,7108,56,67,24,1844,177
964,2015,8,24,26,82,7108,56,67,24,1844,177
965,2015,8,25,26,82,7108,56,67,24,1850,177
966,2015,8,26,26,82,7108,56,67,24,1850,177
967,2015,8,27,27,83,7195,56,67,24,1857,176
968,2015,8,28,27,83,7195,56,67,24,1868,176
969,2015,8,29,24,83,6541,59,70,24,1868,176
970,2015,8,30,24,83,6541,59,70,24,1858,176
971,2015,8,31,22,76,5968,54,70,22,1858,176
972,2015,9,1,23,78,6112,55,70,22,1858,176
973,2015,9,2,23,78,6168,55,70,22,1959,176
974,2015,9,3,23,78,6112,55,70,22,1852,176
975,2015,9,4,23,78,6112,55,70,22,1872,176
976,2015,9,5,22,74,5833,52,70,21,1875,176
977,2015,9,6,22,74,5833,52,70,21,1846,176
978,2015,9,7,23,78,6112,55,70,22,1846,176
979,2015,9,8,24,80,6328,57,70,22,1824,176
980,2015,9,9,24,80,6328,57,70,22,1875,176
981,2015,9,10,22,73,5779,52,70,20,1875,176
982,2015,9,11,21,73,5721,51,70,20,1838,176
983,2015,9,12,24,81,6357,57,70,22,1828,176
984,2015,9,13,21,73,5750,52,70,20,1843,176
985,2015,9,14,20,73,5367,53,72,20,1843,176
986,2015,9,15,21,77,5636,56,72,21,1843,176
987,2015,9,16,22,80,5906,58,72,22,1940,176
988,2015,9,17,24,88,6472,64,72,24,1940,176
989,2015,9,18,22,80,5879,58,72,22,1837,176
990,2015,9,19,24,88,6472,64,72,24,1848,176
991,2015,9,20,24,88,6472,64,72,24,1845,176
992,2015,9,21,22,81,5940,59,72,22,1853,176
993,2015,9,22,24,88,6480,64,72,24,1838,175
994,2015,9,23,24,88,6480,64,72,24,1843,175
995,2015,9,24,24,88,6480,64,72,24,1846,175
996,2015,9,25,23,83,6129,61,72,23,1845,175
997,2015,9,26,20,73,5385,53,72,23,1845,175
998,2015,9,27,21,76,5619,55,72,24,1841,175
999,2015,9,28,21,76,5619,55,72,24,1843,175
1000,2015,9,29,21,76,5619,55,72,24,1845,175
1001,2015,9,30,20,72,5318,53,72,24,1847,175
1002,2015,10,1,20,72,5318,53,72,24,1846,175
1003,2015,10,2,20,72,5318,53,72,24,1848,175
1004,2015,10,3,20,72,5318,53,72,24,1846,175
1005,2015,10,4,20,74,5457,54,72,24,1845,175
1006,2015,10,5,20,74,5457,54,72,24,1847,175
1007,2015,10,6,20,74,5457,54,72,24,1846,175
1008,2015,10,7,21,73,5760,52,70,24,1847,175
1009,2015,10,8,21,73,5760,52,70,24,1846,175
1010,2015,10,9,21,71,5611,50,70,24,1846,175
1011,2015,10,10,21,71,5611,50,70,24,1846,175
1012,2015,10,11,21,71,5611,50,70,24,1848,175
1013,2015,10,12,19,66,5209,47,70,24,1845,175
1014,2015,10,13,19,66,5209,47,70,24,1849,175
1015,2015,10,14,20,70,5485,49,70,24,1854,175
1016,2015,10,15,20,70,5485,49,70,24,1855,175
1017,2015,10,16,21,73,5745,52,70,24,1855,175
1018,2015,10,17,21,73,5745,52,70,24,1861,175
1019,2015,10,18,20,67,5303,48,70,24,1862,174
1020,2015,10,19,21,72,5697,51,70,24,1855,174
1021,2015,10,20,21,72,5697,51,70,24,1855,174
1022,2015,10,21,21,72,5697,51,70,24,1860,174
1023,2015,10,22,20,68,5359,48,70,24,1866,174
1024,2015,10,23,20,68,5359,48,70,24,1867,174
1025,2015,10,24,20,69,5437,49,70,24,1867,174
1026,2015,10,25,20,69,5437,49,70,24,1877,174
1027,2015,10,26,21,71,5595,50,70,24,1876,174
1028,2015,10,27,21,71,5595,50,70,24,1877,174
